title,author,category,UK Key Stage,segments,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability grades_Kincaid,readability grades_ARI,readability grades_Coleman-Liau,readability grades_FleschReadingEase,readability grades_GunningFogIndex,readability grades_LIX,readability grades_SMOGIndex,readability grades_RIX,readability grades_DaleChallIndex,sentence info_characters_per_word,sentence info_syll_per_word,sentence info_words_per_sentence,sentence info_sentences_per_paragraph,sentence info_type_token_ratio,sentence info_characters,sentence info_syllables,sentence info_words,sentence info_wordtypes,sentence info_sentences,sentence info_paragraphs,sentence info_long_words,sentence info_complex_words,sentence info_complex_words_dc,word usage_tobeverb,word usage_auxverb,word usage_conjunction,word usage_pronoun,word usage_preposition,word usage_nominalization,sentence beginnings_pronoun,sentence beginnings_interrogative,sentence beginnings_article,sentence beginnings_subordination,sentence beginnings_conjunction,sentence beginnings_preposition,NER_PERSON,NER_NORP,NER_FAC,NER_ORG,NER_GPE,NER_LOC,NER_PRODUCT,NER_EVENT,NER_WORK_OF_ART,NER_LAW,NER_LANGUAGE,EMOT_fear,EMOT_anger,EMOT_trust,EMOT_surprise,EMOT_positive,EMOT_negative,EMOT_sadness,EMOT_disgust,EMOT_joy,EMOT_anticipation
Les Misérables,Victor Hugo,,Key Stage 4 (KS4),"The beautiful child understood  nothing of all this, and signified it to him by imperceptible signs. ""O modesty!"" said Marius. CHAPTER VIII—THE VETERANS THEMSELVES CAN BE HAPPY      Since we have pronounced the word modesty, and since we conceal  nothing, we ought to say that once, nevertheless, in spite of his  ecstasies, ""his Ursule"" caused him very serious grief. It was on one of  the days when she persuaded M. Leblanc to leave the bench and stroll  along the walk.",472.0,94.0,5.0,4.127659574468085,18.8,0.7340425531914894,0.0638297872340425,39.0,0.0338983050847457,0.0333333333333333,0.6533333333333334,29.62250000000001,40.177125,10.803171462500003,25.172500000000028,37.5,102.5,21.16590212458495,18.0,12.73625,4.5875,1.1875,80.0,1.0,0.8125,367.0,95.0,80.0,65.0,1.0,1.0,18.0,11.0,26.0,2.0,2.0,3.0,13.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.2777777777777778,0.2222222222222222,0.1666666666666666,0.0,0.1111111111111111,0.0555555555555555
Dombey and Son,Charles Dickens,,Key Stage 5 (KS5),"These  ceremonies greatly fluttered those doves the young MacStingers, who  were not only unable at such times to find any resting-place for the  soles of their feet, but generally came in for a good deal of pecking  from the maternal bird during the progress of the solemnities.",279.0,50.0,1.0,4.58,50.0,0.84,0.0,26.0,0.014336917562724,0.1642857142857142,0.6071428571428571,20.314468085106387,24.71808510638298,11.8430054893617,33.130000000000024,24.75744680851064,68.27659574468085,17.491376746189438,10.0,10.671104255319149,4.808510638297872,1.4893617021276595,47.0,1.0,0.851063829787234,226.0,70.0,47.0,40.0,1.0,1.0,10.0,7.0,14.0,1.0,0.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1363636363636363,0.2272727272727272,0.0909090909090909,0.0454545454545454,0.0,0.1818181818181818,0.2272727272727272
Old Mother West Wind,Thornton W. Burgess,Children's Literature,Key Stage 2 (KS2),"When they had all gathered around the Great Pine, Old Mother West Wind  pointed to the old nest way up in the top of it. ""Is that your nest?"" she asked Blacky the Crow. ""It was, but I gave it to my cousin, Sammy Jay,"" said Blacky the Crow. ""Is that your nest, and may I have a stick out of it?"" asked Old Mother  West Wind of Sammy Jay. ""It is,"" said Sammy Jay, with his politest bow, ""And you are welcome to  a stick out of it."" To himself he thought, ""She will only take one from  the top and that won't matter.""",514.0,135.0,8.0,3.096296296296296,16.875,0.5407407407407407,0.0518518518518518,58.0,0.0583657587548638,0.3625,0.53125,37.66132075471698,48.27716981132075,4.776900679245284,13.84688679245285,43.15471698113208,111.66037735849056,10.745966692414834,6.0,10.532684905660378,3.547169811320755,1.009433962264151,106.0,1.0,0.6415094339622641,376.0,107.0,106.0,68.0,1.0,1.0,6.0,2.0,11.0,5.0,2.0,4.0,21.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.3
Don Quixote,Miguel de Cervantes Saavedra,Harvard Classics,Key Stage 5 (KS5),"Altisidora, to all  appearance, loved me truly; she gave me the three kerchiefs thou  knowest of; she wept at my departure, she cursed me, she abused me,  casting shame to the winds she bewailed herself in public; all signs  that she adored me; for the wrath of lovers always ends in curses.",291.0,62.0,1.0,3.806451612903226,62.0,0.6451612903225806,0.1774193548387097,27.0,0.0343642611683848,0.35,0.4333333333333333,18.75923076923077,25.040384615384617,9.184946884615384,53.185769230769246,24.646153846153847,67.38461538461539,15.24744871391589,8.0,11.985123076923076,4.346153846153846,1.1923076923076923,52.0,1.0,0.7115384615384616,226.0,62.0,52.0,37.0,1.0,1.0,8.0,5.0,19.0,0.0,0.0,0.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1333333333333333,0.0,0.0,0.0666666666666666,0.2666666666666666,0.2,0.0666666666666666,0.0,0.0666666666666666
The Song of the Lark,Willa Cather,,Key Stage 3 (KS3),"Not even a saloon  to keep things going; sell whiskey without a license at the butcher  shop, beer on ice with the liver and beefsteak. I wouldn't stay there  over Sunday for a ten-dollar bill."" ""Oh, dear! What do you suppose he's doing there? Maybe he just stopped  off there a few days to tune pianos,"" Thea suggested hopefully. Ray gave her back the card. ""He's headed in the wrong direction. What  does he want to get back into a grass country for?",452.0,102.0,8.0,3.6176470588235294,12.75,0.7450980392156863,0.0686274509803921,40.0,0.0442477876106194,-0.175,0.25,31.53372093023256,40.51953488372093,7.511302581395348,22.15662790697677,36.72558139534884,99.95348837209302,15.24744871391589,12.0,10.65616976744186,4.023255813953488,1.1511627906976745,86.0,1.0,0.8023255813953488,346.0,99.0,86.0,69.0,1.0,1.0,12.0,5.0,15.0,0.0,0.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0
"Felix Holt, the Radical",George Eliot,,Key Stage 5 (KS5),"And but for  a reliance on something more than human calculation, I know not which I  should most bewail--the scandal which wrong-dealing has brought on right  principles or the snares which it laid for the feet of a young man who  is dear to me. 'One soweth, and another reapeth,' is a verity that  applies to evil as well as good."" ""You are referring to Felix Holt. I have not neglected steps to secure  the best legal help for the prisoners: but I am given to understand that  Holt refuses any aid from me.",509.0,107.0,4.0,3.841121495327103,26.75,0.719626168224299,0.0654205607476635,54.0,0.0294695481335952,0.2685714285714285,0.4735714285714286,36.13382978723405,45.46223404255319,8.717425436170213,3.425000000000012,42.70638297872341,111.02127659574468,21.97366596101028,16.0,11.994431914893616,4.223404255319149,1.2765957446808511,94.0,1.0,0.7446808510638298,397.0,120.0,94.0,70.0,1.0,1.0,16.0,12.0,22.0,3.0,1.0,5.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074074074,0.074074074074074,0.1111111111111111,0.074074074074074,0.2222222222222222,0.1111111111111111,0.074074074074074,0.074074074074074,0.074074074074074,0.1111111111111111
The Kreutzer Sonata and Other Stories,graf Leo Tolstoy,Harvard Classics,Key Stage 4 (KS4),"""With us woman must be at the same time mistress and nurse, and her  strength is not sufficient. That is why we have hysteria, nervous  attacks, and, among the peasants, witchcraft. Note that among the young  girls of the peasantry this state of things does not exist, but only  among the wives, and the wives who live with their husbands. The reason  is clear, and this is the cause of the intellectual and moral decline  of woman, and of her abasement.",454.0,95.0,4.0,3.8842105263157896,23.75,0.6,0.0421052631578947,46.0,0.0308370044052863,0.0909090909090909,0.4369047619047618,30.713580246913583,39.65444444444445,9.5310475308642,19.13111111111114,34.86913580246914,97.04938271604938,15.24744871391589,13.0,11.357927160493826,4.37037037037037,1.2469135802469136,81.0,1.0,0.6666666666666666,354.0,101.0,81.0,54.0,1.0,1.0,13.0,5.0,19.0,5.0,1.0,8.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.037037037037037,0.2222222222222222,0.1851851851851851,0.037037037037037,0.037037037037037,0.037037037037037,0.1111111111111111
Democracy in America — Volume 1,Alexis de Tocqueville,,Key Stage 5 (KS5),"It results from  these documents that the principles of representative government and  the external forms of political liberty were introduced into all the  colonies at their origin. These principles were more fully acted upon  in the North than in the South, but they existed everywhere.] In 1628 *m a charter of this kind was granted by Charles I to the  emigrants who went to form the colony of Massachusetts.",412.0,75.0,3.0,4.52,25.0,0.8,0.0266666666666666,39.0,0.0145631067961165,0.275,0.4,28.934492753623196,35.80086956521739,12.147067057971018,10.513043478260895,36.29565217391305,95.08695652173913,24.213203435596427,18.0,11.864552173913044,4.826086956521739,1.4927536231884058,69.0,1.0,0.8115942028985508,333.0,103.0,69.0,56.0,1.0,1.0,18.0,15.0,21.0,3.0,0.0,2.0,8.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.2307692307692307,0.0769230769230769,0.3076923076923077,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0769230769230769
The Monk: A Romance,M. G. Lewis,,Key Stage 3 (KS3),"The  climate's heat, 'tis well known, operates with no small influence upon  the constitutions of the Spanish Ladies: But the most abandoned would  have thought it an easier task to inspire with passion the marble  Statue of St. Francis than the cold and rigid heart of the immaculate  Ambrosio. On his part, the Friar was little acquainted with the depravity of the  world; He suspected not that but few of his Penitents would have  rejected his addresses.",457.0,86.0,2.0,4.348837209302325,43.0,0.7558139534883721,0.0116279069767441,39.0,0.0218818380743982,0.0196428571428571,0.4428571428571429,30.563333333333336,39.55,11.259176564102567,14.865000000000038,35.815384615384616,101.07692307692308,19.431676725154983,18.0,12.36376153846154,4.666666666666667,1.3333333333333333,78.0,1.0,0.7692307692307693,364.0,104.0,78.0,60.0,1.0,1.0,18.0,9.0,24.0,1.0,2.0,3.0,6.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0357142857142857,0.0714285714285714,0.1071428571428571,0.0,0.2142857142857142,0.25,0.0357142857142857,0.0357142857142857,0.1071428571428571,0.1428571428571428
The Pickwick Papers,Charles Dickens,,Key Stage 5 (KS5),"'Isn't it too much, when he has brought all this disgrace and ridicule  upon us, to taunt me with being the cause of it?' exclaimed Mrs.  Nupkins. 'How can we ever show ourselves in society!' said Miss Nupkins. 'How can we face the Porkenhams?' cried Mrs. Nupkins. 'Or the Griggs!' cried Miss Nupkins. 'Or the Slummintowkens!' cried Mrs. Nupkins. 'But what does your papa  care! What is it to _him_!' At this dreadful reflection, Mrs. Nupkins  wept mental anguish, and Miss Nupkins followed on the same side.",508.0,111.0,13.0,3.765765765765766,8.538461538461538,0.6036036036036037,0.045045045045045,37.0,0.0708661417322834,-0.122412109375,0.38125,32.13909090909091,43.12272727272727,9.520508545454549,21.37863636363637,37.92727272727273,109.5909090909091,16.41640786499874,19.0,13.025390909090907,4.363636363636363,1.1363636363636365,88.0,1.0,0.7045454545454546,384.0,100.0,88.0,62.0,1.0,1.0,19.0,6.0,28.0,2.0,2.0,5.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.217391304347826,0.0434782608695652,0.0,0.0,0.217391304347826,0.217391304347826,0.1304347826086956,0.0,0.0434782608695652
Shirley,Charlotte Brontë,,Key Stage 3 (KS3),"""Nor have I forgotten, Mr. Yorke, that Vain-Confidence, not seeing the  way before him, fell into a deep pit, which was on purpose there made by  the prince of the grounds, to catch vainglorious fools withal, and was  dashed to pieces with his fall.""",250.0,54.0,1.0,3.814814814814815,54.0,0.8148148148148148,0.037037037037037,24.0,0.048,0.0,0.4,16.05181818181818,21.229772727272724,9.317922431818182,58.34772727272728,19.41818181818182,55.36363636363636,10.745966692414834,5.0,9.407536363636364,4.386363636363637,1.2272727272727273,44.0,1.0,0.9090909090909092,193.0,54.0,44.0,40.0,1.0,1.0,5.0,2.0,10.0,2.0,0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0
A Knight of the White Cross: A Tale of the Siege of Rhodes,G. A. Henty,Children's Fiction,Key Stage 5 (KS5),"I am told that he was a commander of one of their galleys,  and though I should not have believed it had I only Hassan's word, I  have heard from others that it was so. My wife has long desired to have  a Christian slave, and as Allah has blessed my efforts it was but right  that I should gratify her, though in truth I do not know what work I  shall set him to do at present. Let him first have a bath, and see that  he is clad decently, then let him have a good meal.",470.0,108.0,3.0,3.3981481481481484,36.0,0.6388888888888888,0.1203703703703703,62.0,0.0212765957446808,0.169047619047619,0.4419642857142857,35.77353535353535,45.054545454545455,5.103433646464648,14.913636363636384,41.62020202020202,109.1010101010101,15.24744871391589,10.0,10.779829292929293,3.606060606060606,1.0808080808080809,99.0,1.0,0.6767676767676768,357.0,107.0,99.0,67.0,1.0,1.0,10.0,5.0,14.0,4.0,3.0,4.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.1923076923076923,0.1153846153846153,0.2692307692307692,0.0384615384615384,0.0384615384615384,0.0,0.1538461538461538,0.1153846153846153
Jude the Obscure,Thomas Hardy,,Key Stage 4 (KS4),"It don't matter now we know he's not lost or stolen on the way. They'll see it is ours, and send un back. Oh dear, how hot I be!"" Without relinquishing her hold of Jude's hand she swerved aside and  flung herself down on the sod under a stunted thorn, precipitately  pulling Jude on to his knees at the same time. ""Oh, I ask pardon—I nearly threw you down, didn't I! But I am so  tired!""",387.0,95.0,6.0,3.284210526315789,15.833333333333334,0.7684210526315789,0.1052631578947368,42.0,0.0490956072351421,-0.0625,0.378968253968254,28.04609756097561,36.16987804878049,4.561265012195122,40.0367073170732,33.77560975609756,90.53658536585364,10.745966692414834,7.0,11.16979756097561,3.524390243902439,0.9878048780487804,82.0,1.0,0.8292682926829268,289.0,81.0,82.0,68.0,1.0,1.0,7.0,2.0,18.0,2.0,0.0,4.0,16.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.1
The Scarlet Pimpernel,Baroness Emmuska Orczy Orczy,Adventure,Key Stage 4 (KS4),"He would be  tracked by Chauvelin's emissaries, followed until he reached that  mysterious hut where the fugitives were waiting for him, and there the  trap would be closed on him and on them. There was but one hour—the hour's start which Marguerite and Sir Andrew  had of their enemy—in which to warn Percy of the imminence of his  danger, and to persuade him to give up the foolhardy expedition, which  could only end in his own death. But there _was_ that one hour.",468.0,92.0,3.0,4.130434782608695,30.666666666666668,0.6956521739130435,0.0652173913043478,48.0,0.0235042735042735,0.125,0.775,33.123908045977004,42.04689655172414,8.797790701149427,12.536896551724167,38.47816091954024,101.94252873563218,18.491933384829668,13.0,11.4000908045977,4.241379310344827,1.2528735632183907,87.0,1.0,0.7011494252873564,369.0,109.0,87.0,61.0,1.0,1.0,13.0,8.0,19.0,4.0,3.0,6.0,11.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0416666666666666,0.0833333333333333,0.125,0.0833333333333333,0.125,0.125,0.0416666666666666,0.0,0.2083333333333333
Bleak House,Charles Dickens,,Key Stage 3 (KS3),"How,"" says the  trooper, folding his arms and looking with indomitable firmness at  his brother, ""how is my mother to be got to scratch me?"" ""I am not sure that I understand you, George,"" replies the  ironmaster. ""I say, brother, how is my mother to be got to scratch me? She must  be got to do it somehow."" ""Scratch you out of her will, I think you mean?"" ""Of course I do. In short,"" says the trooper, folding his arms more  resolutely yet, ""I mean—TO—scratch me!""",465.0,117.0,7.0,3.3162393162393164,16.714285714285715,0.5128205128205128,0.1196581196581196,50.0,0.0666666666666666,0.0125,0.6552777777777777,31.33454545454545,40.87477272727273,6.714216022727278,27.146818181818205,37.47272727272728,108.45454545454544,15.24744871391589,18.0,10.692777272727271,3.886363636363636,1.068181818181818,88.0,1.0,0.6136363636363636,342.0,94.0,88.0,54.0,1.0,1.0,18.0,5.0,15.0,5.0,2.0,2.0,21.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.238095238095238,0.0,0.3333333333333333,0.0952380952380952,0.0952380952380952,0.0,0.0952380952380952,0.0952380952380952
Rob Roy — Complete,Walter Scott,,Key Stage 5 (KS5),"I could not help  overhearing him pressing something--I supposed his company upon the  journey, which Mr. Campbell seemed to decline. ""I will pay your charges, sir,"" said the traveller, in a tone as if he  thought the argument should bear down all opposition. ""It is quite impossible,"" said Campbell, somewhat contemptuously; ""I have  business at Rothbury."" ""But I am in no great hurry; I can ride out of the way, and never miss a  day or so for good company.""",460.0,103.0,4.0,3.728155339805826,25.75,0.7184466019417476,0.0776699029126213,41.0,0.0521739130434782,-0.1305555555555556,0.6597222222222222,31.687500000000004,39.41175,9.847695675,10.36750000000002,38.0,105.0,21.97366596101028,20.0,10.7625,4.425,1.3625,80.0,1.0,0.85,354.0,109.0,80.0,68.0,1.0,1.0,20.0,12.0,16.0,1.0,4.0,3.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.1153846153846153,0.1153846153846153,0.0384615384615384,0.1538461538461538,0.1538461538461538,0.0384615384615384,0.0,0.1153846153846153,0.1923076923076923
"Rasselas, Prince of Abyssinia",Samuel Johnson,,Key Stage 5 (KS5),"""He who will determine,"" returned Imlac, ""against that which he knows  because there may be something which he knows not; he that can set  hypothetical possibility against acknowledged certainty, is not to be  admitted among reasonable beings. All that we know of matter is, that  matter is inert, senseless, and lifeless; and if this conviction cannot  he opposed but by referring us to something that we know not, we have all  the evidence that human intellect can admit.",473.0,93.0,2.0,4.225806451612903,46.5,0.6236559139784946,0.0967741935483871,47.0,0.0295983086680761,0.1,0.35,32.37871794871795,40.27461538461538,12.163769025641027,1.8496153846154044,39.91794871794872,103.64102564102564,25.58317958127243,20.0,11.958889743589744,4.82051282051282,1.4871794871794872,78.0,1.0,0.6923076923076923,376.0,116.0,78.0,54.0,1.0,1.0,20.0,17.0,22.0,5.0,5.0,3.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.1176470588235294,0.0,0.0588235294117647,0.1176470588235294,0.2941176470588235,0.1176470588235294,0.0588235294117647,0.0,0.0588235294117647
Les Misérables,Victor Hugo,,Key Stage 4 (KS4),"said the lieutenant. It was Marius. A little peasant girl, all entangled with the horses and the postilions  at the end of the vehicle, was offering flowers to the travellers. ""Give your ladies flowers!"" she cried. Marius approached her and purchased the finest flowers in her flat  basket. ""Come now,"" said Théodule, leaping down from the coupé, ""this piques my  curiosity. Who the deuce is he going to carry those flowers to? She  must be a splendidly handsome woman for so fine a bouquet. I want to  see her.""",512.0,110.0,10.0,3.863636363636364,11.0,0.6727272727272727,0.0636363636363636,45.0,0.041015625,0.1003472222222222,0.4827777777777777,34.499775280898874,44.13269662921349,10.160919797752811,6.234831460674172,39.64494382022472,110.34831460674158,19.431676725154983,19.0,12.663708988764045,4.47191011235955,1.303370786516854,89.0,1.0,0.7640449438202247,398.0,116.0,89.0,68.0,1.0,1.0,19.0,9.0,26.0,4.0,1.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769
Jane Eyre: An Autobiography,Charlotte Brontë,,Key Stage 3 (KS3),"""Well, I have been waiting for you  long, and listening: yet not one movement have I heard, nor one sob:  five minutes more of that death-like hush, and I should have forced the  lock like a burglar. So you shun me?—you shut yourself up and grieve  alone! I would rather you had come and upbraided me with vehemence. You  are passionate: I expected a scene of some kind.",370.0,82.0,4.0,3.6463414634146334,20.5,0.7317073170731707,0.1341463414634146,37.0,0.0378378378378378,0.0874999999999999,0.5416666666666666,25.343188405797104,32.45608695652174,7.971520695652178,36.26086956521742,31.65797101449276,84.94202898550725,17.491376746189438,11.0,10.262668115942027,4.115942028985507,1.1884057971014492,69.0,1.0,0.7681159420289855,284.0,82.0,69.0,53.0,1.0,1.0,11.0,7.0,14.0,2.0,2.0,6.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0416666666666666,0.0833333333333333,0.0,0.125,0.2083333333333333,0.125,0.0833333333333333,0.0833333333333333,0.125
Kim,Rudyard Kipling,Children's Literature,Key Stage 3 (KS3),"""Was one dressed belike as a _faquir?_""    ""One said to the other, 'What manner of _faquir_ art thou, to shiver at  a little watching?'"" ""Good. Go back to the camp and lie down. I do not die tonight."" Mahbub wheeled his horse and vanished. Kim tore back down the ditch  till he reached a point opposite his second resting-place, slipped  across the road like a weasel, and re-coiled himself in the blanket. ""At least Mahbub knows,"" he thought contentedly. ""And certainly he  spoke as one expecting it.",501.0,112.0,8.0,3.7232142857142856,14.0,0.6696428571428571,0.0357142857142857,36.0,0.06187624750499,-0.0008477633477633,0.2749278499278499,33.34590909090909,43.06920454545455,9.453692056818188,12.726363636363672,38.38181818181818,108.45454545454544,17.491376746189438,18.0,11.9488,4.352272727272728,1.2386363636363635,88.0,1.0,0.7840909090909091,383.0,109.0,88.0,69.0,1.0,1.0,18.0,7.0,22.0,1.0,0.0,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0384615384615384,0.1923076923076923,0.1923076923076923,0.0384615384615384,0.0384615384615384,0.1538461538461538
War and Peace,graf Leo Tolstoy,,Key Stage 5 (KS5),"He alone during the whole retreat  insisted that battles, which were useless then, should not be fought,  and that a new war should not be begun nor the frontiers of Russia  crossed. It is easy now to understand the significance of these events—if only we  abstain from attributing to the activity of the mass aims that existed  only in the heads of a dozen individuals—for the events and results now  lie before us.",416.0,78.0,2.0,4.333333333333333,39.0,0.717948717948718,0.0384615384615384,43.0,0.0120192307692307,0.0449494949494949,0.647979797979798,29.39333333333333,36.8568,9.75444134666667,17.91000000000004,34.26666666666667,93.66666666666669,18.491933384829668,14.0,11.356633333333336,4.413333333333333,1.3333333333333333,75.0,1.0,0.7333333333333333,331.0,100.0,75.0,55.0,1.0,1.0,14.0,8.0,19.0,4.0,2.0,3.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.375,0.125,0.125,0.0,0.125
The Woman in White,Wilkie Collins,,Key Stage 2 (KS2),"I found Mr. Fairlie greatly relieved at the prospect of the ""family  worry"" (as he was pleased to describe his niece's marriage) being  settled at last.",152.0,32.0,1.0,3.96875,32.0,0.9375,0.0625,12.0,0.0460526315789473,0.4333333333333333,0.6055555555555555,9.799259259259262,12.654444444444444,8.800497407407413,72.89666666666668,15.244444444444447,56.62962962962963,12.486832980505138,8.0,10.239033333333332,4.37037037037037,1.2592592592592593,27.0,1.0,0.925925925925926,118.0,34.0,27.0,25.0,1.0,1.0,8.0,3.0,9.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.1428571428571428,0.0,0.2857142857142857,0.0714285714285714,0.0714285714285714,0.0,0.2142857142857142,0.1428571428571428
The World Set Free,H. G. Wells,Science Fiction,Key Stage 5 (KS5),"Its freedom from rules or  formalities prevented any obstructive proceedings, and when one of the  two newly arrived Home Rule members for India sought for information  how to bring in a bill, they learnt simply that bills were not brought  in. They asked for the speaker, and were privileged to hear much ripe  wisdom from the ex-king Egbert, who was now consciously among the  seniors of the gathering. Thereafter they were baffled men.... But already by that time the work of the council was drawing to an end.",513.0,96.0,4.0,4.375,24.0,0.7395833333333334,0.03125,44.0,0.023391812865497,0.1090909090909091,0.3779220779220779,35.08909090909091,44.460795454545455,11.190920761363644,0.228636363636383,40.2,110.72727272727272,21.16590212458495,20.0,12.307663636363635,4.6477272727272725,1.3863636363636365,88.0,1.0,0.7727272727272727,409.0,122.0,88.0,68.0,1.0,1.0,20.0,11.0,24.0,5.0,0.0,4.0,6.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,0.375,0.0625,0.0,0.0,0.125,0.125
"From the Earth to the Moon; and, Round the Moon",Jules Verne,Science Fiction,Key Stage 2 (KS2),"Before trying to seize the projectile, Engineer Murchison  wanted to find its exact position at the bottom of the ocean. The  submarine apparatus destined for this expedition was supplied with air. The working of these engines was not without danger, for at 20,000 feet  below the surface of the water, and under such great pressure, they  were exposed to fracture, the consequences of which would be dreadful.",410.0,75.0,3.0,4.533333333333333,25.0,0.7333333333333333,0.0133333333333333,35.0,0.0219512195121951,0.0125,0.625,27.76235294117647,35.49661764705882,12.385128367647065,17.135588235294136,32.49411764705882,94.47058823529412,19.431676725154983,18.0,11.653417647058824,4.867647058823529,1.4264705882352942,68.0,1.0,0.7941176470588235,331.0,97.0,68.0,54.0,1.0,1.0,18.0,9.0,20.0,4.0,1.0,1.0,4.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0952380952380952,0.3333333333333333,0.1428571428571428,0.0476190476190476,0.0,0.1428571428571428
